ReviewID,DestinationID_x,UserID,Rating,ReviewText,Name_x,State,Type,Popularity,BestTimeToVisit,HistoryID,DestinationID_y,VisitDate,ExperienceRating,Name_y,Email,Preferences,Gender,NumberOfAdults,NumberOfChildren
158,518,596,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.927901484,Oct-Mar,137,926,15-02-2024,5,Aanya,aanya@example.com,"Nature, Adventure",Female,1,1
159,90,919,1,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.864848872,Apr-Jun,373,413,01-01-2024,2,Aanya,aanya@example.com,"Beaches, Historical",Female,1,1
161,796,585,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.243698789,Nov-Feb,268,801,01-01-2024,4,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
162,405,399,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.26630952,Apr-Jun,7,953,01-01-2024,2,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
164,317,862,5,Loved the beaches!,Goa Beaches,Goa,Beach,8.617795776,Nov-Mar,264,525,20-03-2024,3,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
164,317,862,5,Loved the beaches!,Goa Beaches,Goa,Beach,8.617795776,Nov-Mar,558,103,20-03-2024,2,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
166,770,752,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.0810296,Apr-Jun,24,420,20-03-2024,3,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,2
166,770,752,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.0810296,Apr-Jun,496,203,01-01-2024,5,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,2
166,770,752,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.0810296,Apr-Jun,975,799,20-03-2024,3,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,2
168,426,338,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.742346086,Nov-Feb,490,436,01-01-2024,5,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
172,596,992,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.865548979,Nov-Feb,352,62,01-01-2024,4,Karan,karan@example.com,"Nature, Adventure",Male,1,2
172,596,992,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.865548979,Nov-Feb,516,296,20-03-2024,5,Karan,karan@example.com,"Nature, Adventure",Male,1,2
172,596,992,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.865548979,Nov-Feb,781,259,01-01-2024,1,Karan,karan@example.com,"Nature, Adventure",Male,1,2
173,291,109,5,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.571800372,Nov-Feb,249,405,20-03-2024,5,Meera,meera@example.com,"Beaches, Historical",Female,2,0
175,492,326,3,Incredible monument!,Goa Beaches,Goa,Beach,8.128286959,Nov-Mar,885,986,20-03-2024,2,Diya,diya@example.com,"Nature, Adventure",Female,1,0
175,492,326,3,Incredible monument!,Goa Beaches,Goa,Beach,8.128286959,Nov-Mar,983,880,15-02-2024,1,Diya,diya@example.com,"Nature, Adventure",Female,1,0
177,118,123,3,A historical wonder,Jaipur City,Rajasthan,City,7.698985654,Oct-Mar,227,49,15-02-2024,2,Diya,diya@example.com,"City, Historical",Female,2,1
177,118,123,3,A historical wonder,Jaipur City,Rajasthan,City,7.698985654,Oct-Mar,274,622,01-01-2024,4,Diya,diya@example.com,"City, Historical",Female,2,1
177,118,123,3,A historical wonder,Jaipur City,Rajasthan,City,7.698985654,Oct-Mar,782,148,15-02-2024,3,Diya,diya@example.com,"City, Historical",Female,2,1
179,886,333,5,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.713067195,Nov-Feb,888,685,20-03-2024,5,Anika,anika@example.com,"City, Historical",Female,2,0
183,806,736,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.576757877,Nov-Feb,455,970,15-02-2024,2,Dhruv,dhruv@example.com,"Beaches, Historical",Male,1,1
186,386,262,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.463332001,Nov-Feb,872,202,15-02-2024,2,Kavya,kavya@example.com,"Beaches, Historical",Female,2,2
187,448,91,2,Incredible monument!,Jaipur City,Rajasthan,City,8.531272859,Oct-Mar,279,153,20-03-2024,5,Ishaan,ishaan@example.com,"Beaches, Historical",Male,2,1
187,448,91,2,Incredible monument!,Jaipur City,Rajasthan,City,8.531272859,Oct-Mar,390,954,20-03-2024,3,Ishaan,ishaan@example.com,"Beaches, Historical",Male,2,1
188,722,240,5,Loved the beaches!,Goa Beaches,Goa,Beach,9.389779698,Nov-Mar,751,935,01-01-2024,2,Tanvi,tanvi@example.com,"City, Historical",Female,1,2
188,722,240,5,Loved the beaches!,Goa Beaches,Goa,Beach,9.389779698,Nov-Mar,960,700,20-03-2024,1,Tanvi,tanvi@example.com,"City, Historical",Female,1,2
189,872,124,2,A historical wonder,Goa Beaches,Goa,Beach,9.413328344,Nov-Mar,542,881,15-02-2024,3,Rohan,rohan@example.com,"Beaches, Historical",Male,2,0
190,750,364,5,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.956458953,Apr-Jun,947,262,15-02-2024,4,Aanya,aanya@example.com,"Beaches, Historical",Female,2,2
191,277,466,1,Loved the beaches!,Goa Beaches,Goa,Beach,8.694303253,Nov-Mar,468,730,20-03-2024,5,Isha,isha@example.com,"Beaches, Historical",Female,1,2
191,277,466,1,Loved the beaches!,Goa Beaches,Goa,Beach,8.694303253,Nov-Mar,648,39,20-03-2024,4,Isha,isha@example.com,"Beaches, Historical",Female,1,2
192,762,391,4,A historical wonder,Goa Beaches,Goa,Beach,8.1478115,Nov-Mar,628,541,01-01-2024,3,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1,1
193,237,533,3,Incredible monument!,Goa Beaches,Goa,Beach,8.160740974,Nov-Mar,38,559,15-02-2024,3,Riya,riya@example.com,"Nature, Adventure",Female,1,1
194,302,274,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.649281077,Nov-Mar,783,772,20-03-2024,4,Aarav,aarav@example.com,"Beaches, Historical",Male,1,2
196,970,798,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.013101245,Apr-Jun,265,394,01-01-2024,3,Rohan,rohan@example.com,"City, Historical",Male,2,1
196,970,798,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.013101245,Apr-Jun,742,975,01-01-2024,5,Rohan,rohan@example.com,"City, Historical",Male,2,1
198,116,101,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.636073234,Nov-Feb,668,537,15-02-2024,4,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
198,116,101,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.636073234,Nov-Feb,868,984,01-01-2024,3,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
199,855,503,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.913268955,Apr-Jun,276,926,20-03-2024,5,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,2
199,855,503,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.913268955,Apr-Jun,363,139,20-03-2024,4,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,2
201,486,363,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.250030402,Nov-Feb,118,152,01-01-2024,2,Anika,anika@example.com,"City, Historical",Female,1,0
202,70,71,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.302199786,Apr-Jun,223,840,01-01-2024,4,Kavya,kavya@example.com,"Nature, Adventure",Female,2,2
203,244,556,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.011521245,Sep-Mar,98,387,15-02-2024,2,Aditya,aditya@example.com,"Beaches, Historical",Male,1,0
205,664,674,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.975932403,Sep-Mar,616,295,01-01-2024,1,Aarav,aarav@example.com,"Nature, Adventure",Male,1,1
206,767,114,5,Loved the beaches!,Goa Beaches,Goa,Beach,8.243622218,Nov-Mar,448,485,01-01-2024,5,Hitesh,hitesh@example.com,"City, Historical",Male,1,0
208,293,103,4,Incredible monument!,Jaipur City,Rajasthan,City,7.534360803,Oct-Mar,748,828,01-01-2024,2,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
209,214,949,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.3782447,Sep-Mar,410,509,15-02-2024,4,Riya,riya@example.com,"Beaches, Historical",Female,2,2
210,952,786,5,A historical wonder,Goa Beaches,Goa,Beach,8.123015873,Nov-Mar,232,42,01-01-2024,5,Tanvi,tanvi@example.com,"City, Historical",Female,2,1
211,793,399,4,Incredible monument!,Jaipur City,Rajasthan,City,7.78158026,Oct-Mar,7,953,01-01-2024,2,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
212,598,419,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.754720779,Oct-Mar,303,192,20-03-2024,4,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
212,598,419,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.754720779,Oct-Mar,791,578,15-02-2024,1,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
214,636,76,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.591103124,Nov-Feb,20,310,15-02-2024,2,Anika,anika@example.com,"Beaches, Historical",Female,2,0
214,636,76,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.591103124,Nov-Feb,986,29,15-02-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,2,0
215,641,330,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.559749377,Nov-Feb,19,208,01-01-2024,3,Aanya,aanya@example.com,"City, Historical",Female,2,1
216,518,336,4,A historical wonder,Jaipur City,Rajasthan,City,8.927901484,Oct-Mar,617,986,15-02-2024,1,Ritvik,ritvik@example.com,"City, Historical",Male,2,1
216,518,336,4,A historical wonder,Jaipur City,Rajasthan,City,8.927901484,Oct-Mar,761,347,15-02-2024,2,Ritvik,ritvik@example.com,"City, Historical",Male,2,1
217,484,941,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.361380336,Sep-Mar,108,936,20-03-2024,4,Aditya,aditya@example.com,"Nature, Adventure",Male,2,2
218,476,101,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.593932856,Nov-Feb,668,537,15-02-2024,4,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
218,476,101,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.593932856,Nov-Feb,868,984,01-01-2024,3,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
219,121,544,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.624112218,Nov-Feb,110,472,15-02-2024,4,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
219,121,544,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.624112218,Nov-Feb,168,763,20-03-2024,5,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
221,500,448,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.940107798,Apr-Jun,637,287,01-01-2024,2,Ritvik,ritvik@example.com,"Beaches, Historical",Male,1,0
223,182,814,2,Incredible monument!,Goa Beaches,Goa,Beach,8.332585022,Nov-Mar,160,181,01-01-2024,4,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
223,182,814,2,Incredible monument!,Goa Beaches,Goa,Beach,8.332585022,Nov-Mar,210,853,20-03-2024,5,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
223,182,814,2,Incredible monument!,Goa Beaches,Goa,Beach,8.332585022,Nov-Mar,654,137,20-03-2024,1,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
224,237,564,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.160740974,Nov-Mar,768,188,20-03-2024,3,Vivaan,vivaan@example.com,"City, Historical",Male,2,0
224,237,564,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.160740974,Nov-Mar,988,348,01-01-2024,2,Vivaan,vivaan@example.com,"City, Historical",Male,2,0
225,995,474,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.746367368,Apr-Jun,225,899,20-03-2024,1,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
225,995,474,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.746367368,Apr-Jun,573,273,20-03-2024,4,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
225,995,474,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.746367368,Apr-Jun,967,24,01-01-2024,5,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
226,369,128,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.526677668,Sep-Mar,311,330,15-02-2024,3,Rohan,rohan@example.com,"Nature, Adventure",Male,2,2
227,650,502,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.204607884,Apr-Jun,536,978,15-02-2024,1,Kavya,kavya@example.com,"Beaches, Historical",Female,2,0
228,962,260,1,A historical wonder,Goa Beaches,Goa,Beach,9.210850999,Nov-Mar,33,208,20-03-2024,2,Isha,isha@example.com,"Nature, Adventure",Female,1,0
228,962,260,1,A historical wonder,Goa Beaches,Goa,Beach,9.210850999,Nov-Mar,650,167,15-02-2024,5,Isha,isha@example.com,"Nature, Adventure",Female,1,0
228,962,260,1,A historical wonder,Goa Beaches,Goa,Beach,9.210850999,Nov-Mar,961,7,01-01-2024,1,Isha,isha@example.com,"Nature, Adventure",Female,1,0
229,34,475,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.206055639,Sep-Mar,857,821,15-02-2024,5,Karan,karan@example.com,"Beaches, Historical",Male,1,1
230,761,703,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.360142316,Nov-Feb,146,82,15-02-2024,2,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2,1
231,719,127,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.603678777,Sep-Mar,155,938,15-02-2024,3,Diya,diya@example.com,"Beaches, Historical",Female,2,2
232,13,554,3,Incredible monument!,Jaipur City,Rajasthan,City,9.114721643,Oct-Mar,49,933,01-01-2024,1,Kavya,kavya@example.com,"Nature, Adventure",Female,1,2
232,13,554,3,Incredible monument!,Jaipur City,Rajasthan,City,9.114721643,Oct-Mar,489,529,20-03-2024,4,Kavya,kavya@example.com,"Nature, Adventure",Female,1,2
233,144,777,5,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.830541228,Sep-Mar,389,590,15-02-2024,2,Vivaan,vivaan@example.com,"City, Historical",Male,1,2
233,144,777,5,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.830541228,Sep-Mar,452,71,15-02-2024,3,Vivaan,vivaan@example.com,"City, Historical",Male,1,2
235,180,711,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134,Apr-Jun,382,979,01-01-2024,3,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
235,180,711,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134,Apr-Jun,661,831,01-01-2024,2,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
235,180,711,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134,Apr-Jun,963,705,20-03-2024,5,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
236,415,169,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.650437609,Apr-Jun,507,196,20-03-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,2,2
236,415,169,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.650437609,Apr-Jun,892,392,01-01-2024,1,Anika,anika@example.com,"Beaches, Historical",Female,2,2
238,613,874,2,Incredible monument!,Jaipur City,Rajasthan,City,7.893422692,Oct-Mar,151,315,01-01-2024,3,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,0
238,613,874,2,Incredible monument!,Jaipur City,Rajasthan,City,7.893422692,Oct-Mar,302,117,15-02-2024,2,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,0
240,379,29,4,A historical wonder,Kerala Backwaters,Kerala,Nature,7.710901823,Sep-Mar,65,505,15-02-2024,3,Diya,diya@example.com,"Nature, Adventure",Female,2,0
241,960,421,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312,Apr-Jun,30,410,20-03-2024,3,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,1
247,257,800,4,Incredible monument!,Goa Beaches,Goa,Beach,8.284116199,Nov-Mar,398,363,15-02-2024,3,Anika,anika@example.com,"Nature, Adventure",Female,1,2
247,257,800,4,Incredible monument!,Goa Beaches,Goa,Beach,8.284116199,Nov-Mar,702,269,20-03-2024,1,Anika,anika@example.com,"Nature, Adventure",Female,1,2
249,345,987,4,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.315488066,Apr-Jun,364,754,01-01-2024,5,Meera,meera@example.com,"City, Historical",Female,2,2
250,191,663,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.072256876,Nov-Feb,923,483,15-02-2024,3,Aarav,aarav@example.com,"City, Historical",Male,1,1
252,915,484,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.851121958,Apr-Jun,171,617,20-03-2024,4,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,0
252,915,484,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.851121958,Apr-Jun,618,850,20-03-2024,1,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,0
253,969,117,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.409359527,Sep-Mar,381,366,20-03-2024,1,Aarav,aarav@example.com,"City, Historical",Male,2,1
253,969,117,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.409359527,Sep-Mar,849,154,20-03-2024,2,Aarav,aarav@example.com,"City, Historical",Male,2,1
254,599,239,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.463041122,Sep-Mar,121,27,01-01-2024,4,Aarav,aarav@example.com,"Nature, Adventure",Male,2,0
254,599,239,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.463041122,Sep-Mar,621,690,20-03-2024,5,Aarav,aarav@example.com,"Nature, Adventure",Male,2,0
255,151,871,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.450175079,Nov-Feb,813,970,20-03-2024,5,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
256,436,364,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.728114076,Nov-Feb,947,262,15-02-2024,4,Aanya,aanya@example.com,"Beaches, Historical",Female,2,2
257,429,20,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.1864846,Sep-Mar,472,311,01-01-2024,5,Meera,meera@example.com,"Nature, Adventure",Female,2,0
257,429,20,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.1864846,Sep-Mar,799,674,01-01-2024,4,Meera,meera@example.com,"Nature, Adventure",Female,2,0
259,875,733,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.982970017,Apr-Jun,294,638,20-03-2024,3,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
259,875,733,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.982970017,Apr-Jun,445,676,01-01-2024,5,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
261,180,544,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134,Apr-Jun,110,472,15-02-2024,4,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
261,180,544,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134,Apr-Jun,168,763,20-03-2024,5,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
262,528,256,5,Incredible monument!,Jaipur City,Rajasthan,City,8.564171558,Oct-Mar,145,242,01-01-2024,3,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,1
263,584,76,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.877125609,Sep-Mar,20,310,15-02-2024,2,Anika,anika@example.com,"Beaches, Historical",Female,2,0
263,584,76,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.877125609,Sep-Mar,986,29,15-02-2024,5,Anika,anika@example.com,"Beaches, Historical",Female,2,0
264,63,662,1,A historical wonder,Jaipur City,Rajasthan,City,9.202094231,Oct-Mar,187,912,01-01-2024,3,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
264,63,662,1,A historical wonder,Jaipur City,Rajasthan,City,9.202094231,Oct-Mar,874,959,01-01-2024,1,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
266,130,133,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.460634458,Apr-Jun,288,242,20-03-2024,4,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2,2
267,592,285,1,A historical wonder,Goa Beaches,Goa,Beach,9.168100701,Nov-Mar,527,167,15-02-2024,2,Isha,isha@example.com,"City, Historical",Female,1,0
269,268,20,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.015626863,Oct-Mar,472,311,01-01-2024,5,Meera,meera@example.com,"Nature, Adventure",Female,2,0
269,268,20,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.015626863,Oct-Mar,799,674,01-01-2024,4,Meera,meera@example.com,"Nature, Adventure",Female,2,0
271,635,769,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.512680032,Apr-Jun,649,236,01-01-2024,1,Kavya,kavya@example.com,"Beaches, Historical",Female,2,1
271,635,769,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.512680032,Apr-Jun,655,611,01-01-2024,3,Kavya,kavya@example.com,"Beaches, Historical",Female,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808777,Nov-Mar,81,575,20-03-2024,2,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808777,Nov-Mar,659,866,15-02-2024,4,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808777,Nov-Mar,715,361,01-01-2024,5,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808777,Nov-Mar,839,245,15-02-2024,2,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
273,909,81,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.74040067,Sep-Mar,25,805,01-01-2024,3,Isha,isha@example.com,"City, Historical",Female,1,2
275,462,591,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.625998221,Nov-Mar,59,893,15-02-2024,1,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
275,462,591,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.625998221,Nov-Mar,532,679,01-01-2024,4,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
276,218,100,2,A historical wonder,Jaipur City,Rajasthan,City,9.034168574,Oct-Mar,796,53,01-01-2024,3,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1,1
277,666,200,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.535347955,Nov-Feb,774,826,20-03-2024,3,Aditya,aditya@example.com,"Nature, Adventure",Male,1,1
278,548,373,4,Loved the beaches!,Jaipur City,Rajasthan,City,8.086168022,Oct-Mar,506,867,15-02-2024,5,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,2
278,548,373,4,Loved the beaches!,Jaipur City,Rajasthan,City,8.086168022,Oct-Mar,571,865,01-01-2024,1,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,2
282,282,181,4,A historical wonder,Goa Beaches,Goa,Beach,8.888987617,Nov-Mar,186,869,20-03-2024,1,Aarav,aarav@example.com,"Beaches, Historical",Male,2,1
283,870,999,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.316623635,Apr-Jun,473,11,15-02-2024,3,Hitesh,hitesh@example.com,"City, Historical",Male,2,2
283,870,999,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.316623635,Apr-Jun,692,811,15-02-2024,3,Hitesh,hitesh@example.com,"City, Historical",Male,2,2
284,693,316,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.397475309,Oct-Mar,120,22,20-03-2024,5,Meera,meera@example.com,"Beaches, Historical",Female,2,0
284,693,316,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.397475309,Oct-Mar,421,975,01-01-2024,3,Meera,meera@example.com,"Beaches, Historical",Female,2,0
285,978,135,1,A historical wonder,Jaipur City,Rajasthan,City,8.519173371,Oct-Mar,696,836,20-03-2024,5,Meera,meera@example.com,"City, Historical",Female,1,2
285,978,135,1,A historical wonder,Jaipur City,Rajasthan,City,8.519173371,Oct-Mar,981,818,20-03-2024,4,Meera,meera@example.com,"City, Historical",Female,1,2
286,390,827,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.854728504,Apr-Jun,384,221,20-03-2024,3,Rohan,rohan@example.com,"Nature, Adventure",Male,2,0
287,468,855,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.479101518,Oct-Mar,92,371,15-02-2024,5,Pooja,pooja@example.com,"City, Historical",Female,1,1
287,468,855,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.479101518,Oct-Mar,611,20,15-02-2024,1,Pooja,pooja@example.com,"City, Historical",Female,1,1
288,770,803,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.0810296,Apr-Jun,358,177,01-01-2024,5,Isha,isha@example.com,"Nature, Adventure",Female,2,1
288,770,803,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.0810296,Apr-Jun,788,950,15-02-2024,5,Isha,isha@example.com,"Nature, Adventure",Female,2,1
288,770,803,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.0810296,Apr-Jun,912,161,20-03-2024,1,Isha,isha@example.com,"Nature, Adventure",Female,2,1
289,514,452,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.980635862,Sep-Mar,887,991,15-02-2024,1,Karan,karan@example.com,"Nature, Adventure",Male,2,1
290,60,743,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.090294276,Apr-Jun,365,614,15-02-2024,4,Riya,riya@example.com,"Nature, Adventure",Female,1,2
290,60,743,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.090294276,Apr-Jun,459,324,20-03-2024,1,Riya,riya@example.com,"Nature, Adventure",Female,1,2
291,878,101,5,A historical wonder,Jaipur City,Rajasthan,City,7.601483088,Oct-Mar,668,537,15-02-2024,4,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
291,878,101,5,A historical wonder,Jaipur City,Rajasthan,City,7.601483088,Oct-Mar,868,984,01-01-2024,3,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
293,178,653,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.544351694,Oct-Mar,102,423,20-03-2024,5,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
293,178,653,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.544351694,Oct-Mar,217,217,01-01-2024,4,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
293,178,653,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.544351694,Oct-Mar,336,756,20-03-2024,4,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
